"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
"CITED4.1",1.81191049576473e-25,-0.560108256136326,0.1,0.167,5.06048482362132e-21,"Gastrulating Cells/Primitive Streak","CITED4"
"COQ8A.1",1.85473040351241e-25,-0.33992654609103,0.043,0.103,5.1800765439698e-21,"Gastrulating Cells/Primitive Streak","COQ8A"
"ST3GAL6.1",2.15104765375135e-25,-0.286640543491659,0.063,0.129,6.00766099216215e-21,"Gastrulating Cells/Primitive Streak","ST3GAL6"
"ARMCX3.1",2.2015082412905e-25,-0.34706198723179,0.159,0.238,6.14859236710025e-21,"Gastrulating Cells/Primitive Streak","ARMCX3"
"LEPROT.1",3.24509316786115e-25,-0.389844832943004,0.245,0.321,9.06322070851942e-21,"Gastrulating Cells/Primitive Streak","LEPROT"
"PTPRD.1",3.35513306472073e-25,-0.406750953392841,0.095,0.165,9.37055113645853e-21,"Gastrulating Cells/Primitive Streak","PTPRD"
"CFL2.1",5.36174348182322e-25,-0.432916643579797,0.14,0.212,1.49748133703841e-20,"Gastrulating Cells/Primitive Streak","CFL2"
"KLHDC8B.1",5.71525865983648e-25,-0.270916457453569,0.046,0.106,1.59621459110573e-20,"Gastrulating Cells/Primitive Streak","KLHDC8B"
"GOLGA4.1",7.66797067537838e-25,-0.380653428290715,0.357,0.423,2.14158752992643e-20,"Gastrulating Cells/Primitive Streak","GOLGA4"
"SMDT1.1",1.2078695947351e-24,-0.366000358750762,0.33,0.401,3.37345899113567e-20,"Gastrulating Cells/Primitive Streak","SMDT1"
"LPP.1",1.45380465666918e-24,-0.392464488087171,0.218,0.293,4.06033102561135e-20,"Gastrulating Cells/Primitive Streak","LPP"
"CERS6.1",1.55004537447293e-24,-0.282717878285982,0.095,0.166,4.32912172636546e-20,"Gastrulating Cells/Primitive Streak","CERS6"
"REV3L.1",1.72605451624132e-24,-0.296425544555582,0.064,0.129,4.82069765841038e-20,"Gastrulating Cells/Primitive Streak","REV3L"
"SUCO.1",1.77987431963492e-24,-0.324834863994321,0.107,0.18,4.97101098730838e-20,"Gastrulating Cells/Primitive Streak","SUCO"
"PRKAA2.1",2.08374794716085e-24,-0.286020281255014,0.059,0.122,5.81969964162555e-20,"Gastrulating Cells/Primitive Streak","PRKAA2"
"SERINC1.1",2.47612480012657e-24,-0.30442388090934,0.126,0.202,6.91556895427351e-20,"Gastrulating Cells/Primitive Streak","SERINC1"
"MED13L.1",2.52675697873207e-24,-0.326607770724381,0.148,0.224,7.05697956590081e-20,"Gastrulating Cells/Primitive Streak","MED13L"
"GABARAPL2.1",2.76123421148333e-24,-0.36774971815925,0.47,0.516,7.7118510292518e-20,"Gastrulating Cells/Primitive Streak","GABARAPL2"
"S100A4",3.18201188581564e-24,-0.319051873804788,0.074,0.14,8.8870409958945e-20,"Gastrulating Cells/Primitive Streak","S100A4"
"TMX4.1",3.37472372342241e-24,-0.392245574923472,0.09,0.157,9.42526588714645e-20,"Gastrulating Cells/Primitive Streak","TMX4"
"QPRT.1",3.88217618394003e-24,-0.348817644618995,0.484,0.527,1.08425298641261e-19,"Gastrulating Cells/Primitive Streak","QPRT"
"TCEAL9.1",6.34725420065144e-24,-0.461871181531302,0.358,0.414,1.77272462569994e-19,"Gastrulating Cells/Primitive Streak","TCEAL9"
"TMEM65.1",6.41365536786442e-24,-0.326459199627647,0.054,0.114,1.79126980769085e-19,"Gastrulating Cells/Primitive Streak","TMEM65"
"GATA6.1",1.0596205839959e-23,-0.467724513642394,0.173,0.241,2.95941432904215e-19,"Gastrulating Cells/Primitive Streak","GATA6"
"HEBP1",1.71744519805861e-23,-0.316805782765699,0.179,0.255,4.7966526936579e-19,"Gastrulating Cells/Primitive Streak","HEBP1"
"IAH1.1",3.30082726858132e-23,-0.315008946548809,0.196,0.274,9.21888047842077e-19,"Gastrulating Cells/Primitive Streak","IAH1"
"AES.1",3.46539013511965e-23,-0.319907691852755,0.478,0.527,9.67848810837568e-19,"Gastrulating Cells/Primitive Streak","AES"
"SESN3.1",3.55159053134497e-23,-0.300285822505465,0.115,0.188,9.91923719499336e-19,"Gastrulating Cells/Primitive Streak","SESN3"
"FTL",4.12362998249606e-23,-0.413576437877346,0.997,0.943,1.15168861781132e-18,"Gastrulating Cells/Primitive Streak","FTL"
"CD24.1",4.33370799349458e-23,-0.499070236296755,0.744,0.656,1.2103613055031e-18,"Gastrulating Cells/Primitive Streak","CD24"
"STARD10.1",4.90879731545238e-23,-0.331385832715828,0.121,0.191,1.37097800223269e-18,"Gastrulating Cells/Primitive Streak","STARD10"
"DLK1.1",6.33718279303392e-23,-0.920680046151942,0.061,0.12,1.76991178226644e-18,"Gastrulating Cells/Primitive Streak","DLK1"
"HIF1A.1",6.36566140487313e-23,-0.392251312676541,0.316,0.379,1.77786557376702e-18,"Gastrulating Cells/Primitive Streak","HIF1A"
"PPP1R14A",7.19302525764944e-23,-0.294058141331258,0.101,0.17,2.00894002420891e-18,"Gastrulating Cells/Primitive Streak","PPP1R14A"
"C5orf24.1",7.23962148660735e-23,-0.33229864048676,0.178,0.254,2.02195388499457e-18,"Gastrulating Cells/Primitive Streak","C5orf24"
"AIG1",8.26891010564052e-23,-0.295184179753768,0.11,0.18,2.30942390340434e-18,"Gastrulating Cells/Primitive Streak","AIG1"
"SLC25A37.1",1.12532156032094e-22,-0.402197996509402,0.233,0.303,3.14291058582035e-18,"Gastrulating Cells/Primitive Streak","SLC25A37"
"SELENOW.1",1.47822232805749e-22,-0.294914746134992,0.902,0.87,4.12852714003177e-18,"Gastrulating Cells/Primitive Streak","SELENOW"
"PFKM.1",1.48350678812031e-22,-0.342257421434057,0.093,0.157,4.14328610854122e-18,"Gastrulating Cells/Primitive Streak","PFKM"
"ARHGAP29.1",1.73110151858944e-22,-0.352287040865879,0.099,0.165,4.83479343126845e-18,"Gastrulating Cells/Primitive Streak","ARHGAP29"
"ISL1.1",2.8341625918252e-22,-0.388387019398273,0.067,0.127,7.9155327027086e-18,"Gastrulating Cells/Primitive Streak","ISL1"
"GSTK1.1",6.92305257464613e-22,-0.297248906189084,0.121,0.19,1.93353935357292e-17,"Gastrulating Cells/Primitive Streak","GSTK1"
"LTBP1.1",8.98205401755742e-22,-0.378294511021514,0.143,0.211,2.50859786656361e-17,"Gastrulating Cells/Primitive Streak","LTBP1"
"ATP1B2",9.83124487525546e-22,-0.305338576968129,0.064,0.123,2.7457683812101e-17,"Gastrulating Cells/Primitive Streak","ATP1B2"
"HSPB1.1",1.1365726263851e-21,-0.449670407200492,0.318,0.377,3.17433368823095e-17,"Gastrulating Cells/Primitive Streak","HSPB1"
"MTFR1L.1",1.49564377158598e-21,-0.335039086202587,0.113,0.178,4.17718348966249e-17,"Gastrulating Cells/Primitive Streak","MTFR1L"
"GOLIM4.1",1.83827813231578e-21,-0.427675008632599,0.163,0.23,5.13412699574476e-17,"Gastrulating Cells/Primitive Streak","GOLIM4"
"NORAD.1",1.97517921550226e-21,-0.35951320570767,0.265,0.333,5.51647803097626e-17,"Gastrulating Cells/Primitive Streak","NORAD"
"CD59.1",2.09565543202326e-21,-0.317218850772094,0.136,0.205,5.85295605609775e-17,"Gastrulating Cells/Primitive Streak","CD59"
"WNT5A.1",2.16184332219657e-21,-0.420940994211332,0.066,0.122,6.0378122145628e-17,"Gastrulating Cells/Primitive Streak","WNT5A"
"SERINC3.1",2.38617037750008e-21,-0.334298959078272,0.17,0.241,6.66433524731997e-17,"Gastrulating Cells/Primitive Streak","SERINC3"
"OBSL1",3.00253134089584e-21,-0.351326512895478,0.171,0.24,8.38576978198798e-17,"Gastrulating Cells/Primitive Streak","OBSL1"
"IDS.1",3.11049485577579e-21,-0.250514612871006,0.057,0.113,8.68730108269619e-17,"Gastrulating Cells/Primitive Streak","IDS"
"CBLB.1",3.16399649175013e-21,-0.303494658049722,0.055,0.11,8.83672580180895e-17,"Gastrulating Cells/Primitive Streak","CBLB"
"ATP13A3.1",4.11890314567513e-21,-0.408729448500491,0.192,0.258,1.15036845955561e-16,"Gastrulating Cells/Primitive Streak","ATP13A3"
"FTX.1",4.36952639320615e-21,-0.346006634444033,0.175,0.244,1.22036502635855e-16,"Gastrulating Cells/Primitive Streak","FTX"
"IFI27L2.1",5.23618001631459e-21,-0.269390767518096,0.087,0.15,1.4624127167565e-16,"Gastrulating Cells/Primitive Streak","IFI27L2"
"CREM.1",5.38123855061116e-21,-0.350173230451813,0.129,0.196,1.50292611480019e-16,"Gastrulating Cells/Primitive Streak","CREM"
"HIF3A.1",7.72895046916526e-21,-0.29851506937582,0.048,0.101,2.15861857653317e-16,"Gastrulating Cells/Primitive Streak","HIF3A"
"ANAPC16",8.33042413403145e-21,-0.326123225823288,0.434,0.481,2.32660415639364e-16,"Gastrulating Cells/Primitive Streak","ANAPC16"
"HS2ST1.1",9.1186698317784e-21,-0.278334576269338,0.097,0.161,2.54675329731739e-16,"Gastrulating Cells/Primitive Streak","HS2ST1"
"PRKAB2",1.03797328831222e-20,-0.254406409700905,0.11,0.177,2.8989555969272e-16,"Gastrulating Cells/Primitive Streak","PRKAB2"
"TMEM59",1.07707551878103e-20,-0.319978760117413,0.428,0.481,3.00816421640353e-16,"Gastrulating Cells/Primitive Streak","TMEM59"
"COL1A2.1",2.58013054496078e-20,-1.12685563082328,0.187,0.24,7.20604659902097e-16,"Gastrulating Cells/Primitive Streak","COL1A2"
"VEZT.1",3.10145365040773e-20,-0.2988933883499,0.152,0.219,8.66204990022375e-16,"Gastrulating Cells/Primitive Streak","VEZT"
"PON2.1",3.48855896621446e-20,-0.301892427327309,0.134,0.2,9.74319633674036e-16,"Gastrulating Cells/Primitive Streak","PON2"
"KIF13A.1",4.07180673408042e-20,-0.312272180420743,0.092,0.152,1.13721490276132e-15,"Gastrulating Cells/Primitive Streak","KIF13A"
"PNISR.1",5.19725538762758e-20,-0.264548873341293,0.74,0.732,1.45154145721051e-15,"Gastrulating Cells/Primitive Streak","PNISR"
"ASH1L.1",8.01896387122927e-20,-0.321220155374815,0.157,0.223,2.23961641959562e-15,"Gastrulating Cells/Primitive Streak","ASH1L"
"EXT1.1",8.99071157713255e-20,-0.25056205377909,0.08,0.139,2.51101583637735e-15,"Gastrulating Cells/Primitive Streak","EXT1"
"NDUFB3.1",9.51099850360174e-20,-0.329894641854185,0.332,0.392,2.65632677207093e-15,"Gastrulating Cells/Primitive Streak","NDUFB3"
"RNF7",1.22068864077406e-19,-0.32025232572043,0.657,0.65,3.40926130481788e-15,"Gastrulating Cells/Primitive Streak","RNF7"
"RRAS.1",1.36187105556103e-19,-0.252142268353286,0.063,0.118,3.8035696710764e-15,"Gastrulating Cells/Primitive Streak","RRAS"
"LPCAT4.1",1.39218804879065e-19,-0.265833542593219,0.05,0.102,3.88824200146741e-15,"Gastrulating Cells/Primitive Streak","LPCAT4"
"UGP2.1",1.47130901818609e-19,-0.389811057464166,0.418,0.458,4.10921895689192e-15,"Gastrulating Cells/Primitive Streak","UGP2"
"C4orf48.1",1.55296613575394e-19,-0.363920627181144,0.297,0.358,4.33727912054718e-15,"Gastrulating Cells/Primitive Streak","C4orf48"
"PKDCC.1",2.26495997272206e-19,-0.34215094560237,0.17,0.239,6.32580670781545e-15,"Gastrulating Cells/Primitive Streak","PKDCC"
"YPEL3.1",3.44303871875563e-19,-0.329265747704512,0.152,0.216,9.6160628376126e-15,"Gastrulating Cells/Primitive Streak","YPEL3"
"CSNK1A1.1",3.66017706990565e-19,-0.326887762471829,0.508,0.541,1.02225085385395e-14,"Gastrulating Cells/Primitive Streak","CSNK1A1"
"JAG1.1",6.50258193483368e-19,-0.356410974453472,0.082,0.137,1.8161061085797e-14,"Gastrulating Cells/Primitive Streak","JAG1"
"LYPLAL1.1",8.34654481156384e-19,-0.259300403195188,0.112,0.175,2.33110650042166e-14,"Gastrulating Cells/Primitive Streak","LYPLAL1"
"SLC38A2",9.99363501918693e-19,-0.331940333050952,0.315,0.375,2.79112232450872e-14,"Gastrulating Cells/Primitive Streak","SLC38A2"
"GABPB1-AS1",1.06817566874368e-18,-0.327281082072076,0.291,0.353,2.98330782523424e-14,"Gastrulating Cells/Primitive Streak","GABPB1-AS1"
"ZMAT3",1.14002144438367e-18,-0.251964418185414,0.065,0.118,3.18396589201917e-14,"Gastrulating Cells/Primitive Streak","ZMAT3"
"TMEM185A.1",1.24011695326068e-18,-0.388703661685279,0.135,0.197,3.46352263876177e-14,"Gastrulating Cells/Primitive Streak","TMEM185A"
"AKAP12.1",1.25026482503642e-18,-0.642405562255868,0.376,0.408,3.49186462984421e-14,"Gastrulating Cells/Primitive Streak","AKAP12"
"JUP.1",1.979202989271e-18,-0.276186725433292,0.127,0.189,5.52771602873497e-14,"Gastrulating Cells/Primitive Streak","JUP"
"ECE1.1",2.24405901072941e-18,-0.275927124839841,0.078,0.133,6.26743241106616e-14,"Gastrulating Cells/Primitive Streak","ECE1"
"SEC23A.1",2.56940286977388e-18,-0.281945819815961,0.138,0.202,7.17608527499147e-14,"Gastrulating Cells/Primitive Streak","SEC23A"
"PREPL.1",3.13490882897916e-18,-0.259514975358676,0.086,0.143,8.7554868684559e-14,"Gastrulating Cells/Primitive Streak","PREPL"
"PBX3.1",3.90251491569602e-18,-0.420569547110638,0.14,0.198,1.08993339080474e-13,"Gastrulating Cells/Primitive Streak","PBX3"
"PSD3.1",6.13195761058471e-18,-0.293751260820556,0.077,0.13,1.7125944410602e-13,"Gastrulating Cells/Primitive Streak","PSD3"
"PHKB.1",7.34458588915589e-18,-0.300592167428183,0.153,0.216,2.05126939298235e-13,"Gastrulating Cells/Primitive Streak","PHKB"
"SMARCD3.1",8.43300511543299e-18,-0.258367675533676,0.063,0.114,2.35525399868928e-13,"Gastrulating Cells/Primitive Streak","SMARCD3"
"PTCH1.1",9.6965962433011e-18,-0.360440219702699,0.079,0.133,2.70816236479156e-13,"Gastrulating Cells/Primitive Streak","PTCH1"
"SSBP2.1",1.14828771399767e-17,-0.27799693123613,0.096,0.153,3.20705275642411e-13,"Gastrulating Cells/Primitive Streak","SSBP2"
"IGF2BP2.1",1.39760634148122e-17,-0.320535624366117,0.387,0.436,3.90337475112289e-13,"Gastrulating Cells/Primitive Streak","IGF2BP2"
"ADAMTS1.1",1.98453963115068e-17,-0.288303314106987,0.071,0.123,5.54262073584074e-13,"Gastrulating Cells/Primitive Streak","ADAMTS1"
"ZMIZ1.1",2.42523306695182e-17,-0.250782813108654,0.096,0.153,6.77343343268972e-13,"Gastrulating Cells/Primitive Streak","ZMIZ1"
"VAMP2.1",2.61906032240174e-17,-0.318473822819952,0.171,0.232,7.31477357443583e-13,"Gastrulating Cells/Primitive Streak","VAMP2"
"SFRP1",2.86233609395401e-17,0.34153040824434,0.518,0.445,7.99421847680414e-13,"Gastrulating Cells/Primitive Streak","SFRP1"
"SMARCA1.1",2.99232074930131e-17,-0.317289965354628,0.247,0.308,8.35725262072364e-13,"Gastrulating Cells/Primitive Streak","SMARCA1"
"ACADVL.1",3.0213006891344e-17,-0.302896231050399,0.22,0.283,8.43819069468347e-13,"Gastrulating Cells/Primitive Streak","ACADVL"
"UBR3.1",3.17199890900033e-17,-0.277544323966743,0.058,0.106,8.85907575294703e-13,"Gastrulating Cells/Primitive Streak","UBR3"
"MDH1.1",3.21534992581798e-17,-0.454975686839749,0.588,0.592,8.98015080781703e-13,"Gastrulating Cells/Primitive Streak","MDH1"
"PROX1.1",4.62106117042575e-17,-0.345894564115231,0.058,0.105,1.29061617428821e-12,"Gastrulating Cells/Primitive Streak","PROX1"
"XPO4.1",5.41859557079511e-17,-0.388744056310976,0.093,0.146,1.51335955696737e-12,"Gastrulating Cells/Primitive Streak","XPO4"
"PLOD2.1",6.67057695517779e-17,-0.347673825141201,0.169,0.228,1.86302543781161e-12,"Gastrulating Cells/Primitive Streak","PLOD2"
"NFAT5.1",6.84741153520542e-17,-0.267062456513545,0.113,0.171,1.91241356766752e-12,"Gastrulating Cells/Primitive Streak","NFAT5"
"AEBP1.1",7.25280513871343e-17,-0.26684656293258,0.088,0.142,2.02563594719127e-12,"Gastrulating Cells/Primitive Streak","AEBP1"
"LUC7L3.1",8.9281307119373e-17,-0.284042242604011,0.537,0.566,2.49353762653697e-12,"Gastrulating Cells/Primitive Streak","LUC7L3"
"SNX3.1",1.36148636296043e-16,-0.311360942461692,0.567,0.575,3.80249526311218e-12,"Gastrulating Cells/Primitive Streak","SNX3"
"PTP4A3.1",1.85140276714602e-16,-0.358342996005278,0.091,0.143,5.17078278836211e-12,"Gastrulating Cells/Primitive Streak","PTP4A3"
"TNRC6B.1",1.96877828836743e-16,-0.32907202356627,0.296,0.353,5.49860088158139e-12,"Gastrulating Cells/Primitive Streak","TNRC6B"
"DYNLT1.1",2.03978608506429e-16,-0.31703711067686,0.576,0.585,5.69691855697605e-12,"Gastrulating Cells/Primitive Streak","DYNLT1"
"MEST.1",2.86890045544348e-16,-0.584440712007572,0.294,0.336,8.01255208200808e-12,"Gastrulating Cells/Primitive Streak","MEST"
"AGL.1",5.54578128235061e-16,-0.30088126481403,0.178,0.236,1.5488812543477e-11,"Gastrulating Cells/Primitive Streak","AGL"
"LMNA.1",5.90680015130359e-16,-0.285193319378038,0.129,0.185,1.64971021425758e-11,"Gastrulating Cells/Primitive Streak","LMNA"
"CCNL1.1",6.41705536515163e-16,-0.274148695008474,0.16,0.218,1.7922193929332e-11,"Gastrulating Cells/Primitive Streak","CCNL1"
"HLA-B.1",8.17307458906717e-16,-0.329375686260838,0.123,0.177,2.28265800198057e-11,"Gastrulating Cells/Primitive Streak","HLA-B"
"PURPL",1.21582393461867e-15,-0.257317314325261,0.101,0.156,3.3956746669965e-11,"Gastrulating Cells/Primitive Streak","PURPL"
"OGT.1",1.24777362398782e-15,-0.257357244566593,0.122,0.177,3.48490695443559e-11,"Gastrulating Cells/Primitive Streak","OGT"
"COX6C",1.32090470411535e-15,-0.255557534253228,0.807,0.783,3.68915474812375e-11,"Gastrulating Cells/Primitive Streak","COX6C"
"SYNGR1",1.33493635352822e-15,-0.25784602291852,0.192,0.252,3.72834374176896e-11,"Gastrulating Cells/Primitive Streak","SYNGR1"
"FBLN2.1",1.37676430592247e-15,-0.285485480776816,0.102,0.155,3.84516503001085e-11,"Gastrulating Cells/Primitive Streak","FBLN2"
"C12orf57.1",1.46319767118889e-15,-0.296902729955688,0.435,0.474,4.08656477586345e-11,"Gastrulating Cells/Primitive Streak","C12orf57"
"CAPN2.1",1.56437122161428e-15,-0.268630332902683,0.12,0.175,4.36913238484652e-11,"Gastrulating Cells/Primitive Streak","CAPN2"
"TUT4.1",1.63126865554405e-15,-0.29693837984239,0.238,0.296,4.55597022806898e-11,"Gastrulating Cells/Primitive Streak","TUT4"
"NSMCE3.1",1.83939713605262e-15,-0.288122653603263,0.159,0.216,5.13725226128137e-11,"Gastrulating Cells/Primitive Streak","NSMCE3"
"DAG1.1",1.86898780119398e-15,-0.252335672022755,0.164,0.223,5.21989602995466e-11,"Gastrulating Cells/Primitive Streak","DAG1"
"SOX2.1",1.94042431429278e-15,-0.305747502409876,0.108,0.16,5.41941106738831e-11,"Gastrulating Cells/Primitive Streak","SOX2"
"OSBPL9.1",2.337113876191e-15,-0.280239648983424,0.178,0.236,6.52732534481383e-11,"Gastrulating Cells/Primitive Streak","OSBPL9"
"PPM1K.1",3.35462568719466e-15,-0.398298202758263,0.124,0.176,9.36913408176596e-11,"Gastrulating Cells/Primitive Streak","PPM1K"
"CD47.1",3.84932930836999e-15,-0.30748415105147,0.098,0.147,1.07507918253466e-10,"Gastrulating Cells/Primitive Streak","CD47"
"JAK1.1",4.42656197139507e-15,-0.259648399760406,0.114,0.167,1.23629449299093e-10,"Gastrulating Cells/Primitive Streak","JAK1"
"CITED2.1",6.47943463233482e-15,-0.27219496976076,0.148,0.204,1.80964129846479e-10,"Gastrulating Cells/Primitive Streak","CITED2"
"ADD1.1",6.49299864908934e-15,-0.328669365920622,0.231,0.284,1.81342959270416e-10,"Gastrulating Cells/Primitive Streak","ADD1"
"MAP4K5.1",7.37226959336324e-15,-0.255882851350184,0.109,0.161,2.05900117473042e-10,"Gastrulating Cells/Primitive Streak","MAP4K5"
"TMEM245.1",9.73464547419172e-15,-0.310620079275993,0.194,0.249,2.71878913448701e-10,"Gastrulating Cells/Primitive Streak","TMEM245"
"DCTN3.1",1.05084727257357e-14,-0.296104024437987,0.22,0.275,2.93491134757074e-10,"Gastrulating Cells/Primitive Streak","DCTN3"
"RHOC.1",4.65666026905855e-14,-0.321200812311596,0.314,0.357,1.30055864654536e-09,"Gastrulating Cells/Primitive Streak","RHOC"
"ASAP1.1",4.80294033102479e-14,-0.306270819261465,0.164,0.215,1.34141320505191e-09,"Gastrulating Cells/Primitive Streak","ASAP1"
"SLC25A4.1",5.54980237194141e-14,-0.794266629083373,0.37,0.391,1.55000430445952e-09,"Gastrulating Cells/Primitive Streak","SLC25A4"
"MYO6.1",8.05506368548938e-14,-0.340234844715953,0.257,0.306,2.24969873672033e-09,"Gastrulating Cells/Primitive Streak","MYO6"
"ZNF770.1",8.91418115207996e-14,-0.267193233275697,0.228,0.282,2.48964165396441e-09,"Gastrulating Cells/Primitive Streak","ZNF770"
"RERE.1",9.32208700839051e-14,-0.271866941270423,0.218,0.271,2.60356568057339e-09,"Gastrulating Cells/Primitive Streak","RERE"
"TMEM106B.1",1.04232450751665e-13,-0.259367798350958,0.184,0.239,2.91110811704325e-09,"Gastrulating Cells/Primitive Streak","TMEM106B"
"VPS28.1",1.34176731960087e-13,-0.285707630165438,0.357,0.399,3.74742194691328e-09,"Gastrulating Cells/Primitive Streak","VPS28"
"FKBP10.1",2.3661560172505e-13,-0.275743616826577,0.237,0.29,6.60843714057893e-09,"Gastrulating Cells/Primitive Streak","FKBP10"
"PLD3.1",2.66980614291524e-13,-0.307493127692239,0.257,0.306,7.45650157654796e-09,"Gastrulating Cells/Primitive Streak","PLD3"
"SERPINB6.1",4.23174305325279e-13,-0.31316447025374,0.25,0.297,1.18188351734297e-08,"Gastrulating Cells/Primitive Streak","SERPINB6"
"S100A6.1",6.170002580454e-13,-0.400451304898692,0.103,0.149,1.723220020695e-08,"Gastrulating Cells/Primitive Streak","S100A6"
"TMED4.1",8.13231321331215e-13,-0.256846570609882,0.272,0.322,2.27127375734595e-08,"Gastrulating Cells/Primitive Streak","TMED4"
"DUSP6",8.61480487861203e-13,-0.319400423358902,0.209,0.259,2.40602885454755e-08,"Gastrulating Cells/Primitive Streak","DUSP6"
"NDUFV3.1",1.07160672861381e-12,-0.284440611628472,0.158,0.207,2.9928904323455e-08,"Gastrulating Cells/Primitive Streak","NDUFV3"
"MARCH6.1",1.17191805845104e-12,-0.299941663897901,0.216,0.264,3.27304994544792e-08,"Gastrulating Cells/Primitive Streak","MARCH6"
"LHFPL2.1",1.24247780174828e-12,-0.250469620043324,0.115,0.162,3.47011625250277e-08,"Gastrulating Cells/Primitive Streak","LHFPL2"
"ARHGEF12.1",2.3442997113157e-12,-0.258358853060497,0.117,0.163,6.54739466373362e-08,"Gastrulating Cells/Primitive Streak","ARHGEF12"
"SERPINH1.1",2.59140433236559e-12,-0.298103378973593,0.445,0.465,7.23753315986385e-08,"Gastrulating Cells/Primitive Streak","SERPINH1"
"COL6A2.1",2.87137575902036e-12,-0.544652608564011,0.299,0.33,8.01946535736797e-08,"Gastrulating Cells/Primitive Streak","COL6A2"
"PRNP.1",4.31053417823732e-12,-0.276163151037971,0.1,0.143,1.2038890906399e-07,"Gastrulating Cells/Primitive Streak","PRNP"
"MMP2.1",4.35613647845059e-12,-0.3695268907797,0.138,0.182,1.21662535706647e-07,"Gastrulating Cells/Primitive Streak","MMP2"
"AFDN.1",5.03528445941064e-12,-0.278344521441936,0.361,0.401,1.4063045966688e-07,"Gastrulating Cells/Primitive Streak","AFDN"
"PKIG.1",5.65129195000566e-12,-0.318543793347286,0.199,0.244,1.57834932871708e-07,"Gastrulating Cells/Primitive Streak","PKIG"
"TAGLN",6.2485318905802e-12,-0.285627099948762,0.309,0.236,1.74515247172014e-07,"Gastrulating Cells/Primitive Streak","TAGLN"
"ARF4.1",7.12404582419166e-12,-0.270119675631577,0.425,0.453,1.98967475823849e-07,"Gastrulating Cells/Primitive Streak","ARF4"
"FGFR1",7.90557692810372e-12,-0.324636810687753,0.409,0.432,2.20794858025009e-07,"Gastrulating Cells/Primitive Streak","FGFR1"
"AKAP9.1",9.85977166182844e-12,-0.300392378998202,0.271,0.316,2.75373562743207e-07,"Gastrulating Cells/Primitive Streak","AKAP9"
"NDUFB5.1",1.13771291711748e-11,-0.2715159424776,0.556,0.559,3.1775184062174e-07,"Gastrulating Cells/Primitive Streak","NDUFB5"
"KTN1.1",1.14636371947847e-11,-0.265418699765632,0.603,0.602,3.20167923213142e-07,"Gastrulating Cells/Primitive Streak","KTN1"
"APP",1.48564309119945e-11,-0.262906519083361,0.573,0.578,4.14925258941096e-07,"Gastrulating Cells/Primitive Streak","APP"
"YAP1.1",1.52992044410468e-11,-0.260267843351038,0.223,0.27,4.27291480833996e-07,"Gastrulating Cells/Primitive Streak","YAP1"
"ATP2B1.1",2.38385599430697e-11,-0.369147226065077,0.383,0.408,6.65787140649992e-07,"Gastrulating Cells/Primitive Streak","ATP2B1"
"GADD45A.1",2.44458237835942e-11,-0.313830457156055,0.193,0.237,6.82747412452003e-07,"Gastrulating Cells/Primitive Streak","GADD45A"
"SMIM30.1",3.69017630451375e-11,-0.269522657027565,0.151,0.195,1.03062934008764e-06,"Gastrulating Cells/Primitive Streak","SMIM30"
"SARAF.1",5.2351247239478e-11,-0.401265169609685,0.492,0.498,1.46211798415138e-06,"Gastrulating Cells/Primitive Streak","SARAF"
"DECR1.1",8.70700398578763e-11,-0.261156571071813,0.165,0.208,2.43177914319063e-06,"Gastrulating Cells/Primitive Streak","DECR1"
"KRT10.1",8.73282938848539e-11,-0.26502030756351,0.347,0.384,2.43899191991008e-06,"Gastrulating Cells/Primitive Streak","KRT10"
"DCBLD2.1",9.20329977505528e-11,-0.322499000821934,0.212,0.254,2.57038959417519e-06,"Gastrulating Cells/Primitive Streak","DCBLD2"
"PTPN13.1",9.93850655632874e-11,-0.279924033710043,0.24,0.286,2.77572549611705e-06,"Gastrulating Cells/Primitive Streak","PTPN13"
"TSPAN3.1",1.00767384385796e-10,-0.250913821956038,0.302,0.343,2.81433227851091e-06,"Gastrulating Cells/Primitive Streak","TSPAN3"
"RUNX1T1.1",1.33364887791482e-10,-0.384476225570475,0.201,0.237,3.7247479511283e-06,"Gastrulating Cells/Primitive Streak","RUNX1T1"
"MSI2.1",1.3525529460826e-10,-0.252912585558367,0.216,0.263,3.7775451231141e-06,"Gastrulating Cells/Primitive Streak","MSI2"
"TESC.1",1.37972867016007e-10,-0.309764394122608,0.08,0.117,3.85344420289005e-06,"Gastrulating Cells/Primitive Streak","TESC"
"USP47.1",1.50580277197861e-10,-0.26720215156835,0.183,0.227,4.20555656185906e-06,"Gastrulating Cells/Primitive Streak","USP47"
"NDFIP1.1",1.62950403509726e-10,-0.262331748287788,0.251,0.294,4.55104181962314e-06,"Gastrulating Cells/Primitive Streak","NDFIP1"
"RBMS1.1",2.71237519810065e-10,-0.272159246432478,0.343,0.376,7.57539269077529e-06,"Gastrulating Cells/Primitive Streak","RBMS1"
"SPINT2",3.50466053664532e-10,-0.256569908594174,0.676,0.63,9.7881664127967e-06,"Gastrulating Cells/Primitive Streak","SPINT2"
"MMP23B.1",3.8289092551264e-10,-0.252169796743883,0.106,0.146,1.06937606586425e-05,"Gastrulating Cells/Primitive Streak","MMP23B"
"NAA38.1",4.00887741045439e-10,-0.262104958288223,0.293,0.334,1.11963937196581e-05,"Gastrulating Cells/Primitive Streak","NAA38"
